Zone,Hospital,Type,Date,Measure Name,Actual,CTAS
Western,Queens General Hospital,Community Hospital,2023-12-01,Emergency Visits,3,
Western,Roseway Hospital,Community Hospital,2023-12-01,Emergency Visits,525,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits,587,
Western,Soldiers' Memorial Hospital,Community Hospital,2023-12-01,Surgical Cases,184,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-12-01,Emergency Visits CTAS,36,3
Western,South Shore Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,"1,586",
Western,South Shore Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,53,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,"3,919",
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Admits,4,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,148,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-12-01,Admits,2,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-12-01,Admits,40,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-12-01,Discharges,8,
Central,Hants Community Hospital,Community Hospital,2023-12-01,Admits,49,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,"2,054",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits,63,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Surgical Cases,6,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Surgical Cases,"1,122",
Western,Yarmouth Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,587,2
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-12-01,Admits,12,
Northern,All Saints Springhill Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,25,3
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,14,2
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,50,4
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-12-01,Discharges,479,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Discharges,7,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Discharges,225,
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,798,2
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,47,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-12-01,Discharges,10,
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Admits,8,
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,2,5
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,114,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-12-01,Discharges,1,
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-12-01,Discharges,4,
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Admits,15,
Western,Annapolis Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,22,3
Western,Annapolis Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,127,4
Western,Annapolis Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,74,5
Western,Annapolis Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,1,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,51,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,327,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,496,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,6,3
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,13,4
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,30,5
Northern,Sutherland Harris Memorial Hospital,Community Hospital,2023-12-01,Discharges,23,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Admits,11,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Admits,600,
Western,South Shore Regional Hospital,Regional Hospital,2023-12-01,Surgical Cases,600,
Western,Annapolis Community Health Centre,Community Hospital,2023-12-01,Discharges,6,
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,2,1
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,"1,930",3
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,15,1
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,1,1
Central,Cobequid Community Health Centre,Community Hospital,2023-12-01,Emergency Visits CTAS,"1,351",4
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,22,1
Western,Roseway Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,162,3
Western,Roseway Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,21,2
Western,Valley Regional Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,999,2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Admits,14,
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Admits,1,
Western,Roseway Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,320,4
Western,Roseway Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,22,5
IWK,IWK Health Centre,Tertiary Hospital,2023-12-01,Surgical Cases,"2,544",
IWK,IWK Health Centre,Tertiary Hospital,2023-12-01,Surgical Cases,16,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Admits,6,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Admits,233,
Northern,All Saints Springhill Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,5,2
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,"1,154",2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,64,5
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,87,4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,9,2
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,3,3
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,3,5
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,3,4
Eastern,Guysborough Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,38,3
Central,QEII,Tertiary Hospital,2023-12-01,Admits,43,
Central,QEII,Tertiary Hospital,2023-12-01,Admits,"2,031",
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,"1,120",3
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,463,2
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,570,4
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,109,5
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,"1,647",3
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,849,4
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,18,5
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,29,2
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-12-01,Admits,10,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-12-01,Admits,480,
Northern,All Saints Springhill Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,24,5
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,1,1
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,59,3
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,27,4
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,15,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Admits,57,
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-12-01,Admits,1,
Central,Dartmouth General Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,34,1
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,3,3
Central,Eastern Shore Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-12-01,Surgical Cases,290,
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,35,3
Western,Queens General Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,2,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,19,2
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,23,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,12,5
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,1,4
Eastern,Eastern Memorial Hospital,Community Hospital,2023-12-01,Emergency Visits CTAS,64,4
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,15,4
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,3,5
Northern,Aberdeen Hospital,Regional Hospital,2023-12-01,Emergency Visits CTAS,14,1
Central,Cobequid Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,"1,847",3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Discharges,4,
Eastern,Cape Breton Regional Hospice,Hospice,2023-11-01,Discharges,9,
Central,Hants Community Hospital,Community Hospital,2023-11-01,Discharges,36,
Eastern,Cape Breton Complex,Regional Hospital,2023-11-01,Discharges,939,
Western,Yarmouth Regional Hospital,Regional Hospital,2023-11-01,Surgical Cases,816,
Central,Hants Community Hospital,Community Hospital,2023-11-01,Surgical Cases,140,
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-11-01,Discharges,5,
Central,Dartmouth General Hospital,Regional Hospital,2023-11-01,Surgical Cases,"1,218",
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-11-01,Discharges,19,
Central,QEII,Tertiary Hospital,2023-11-01,Discharges,"2,232",
Central,Musquodoboit Valley Memorial Hospital,Community Hospital,2023-11-01,Discharges,2,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-11-01,Discharges,50,
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,807,2
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,"1,161",3
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,507,4
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,69,5
Northern,Colchester East Hants Health Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,18,1
Northern,Aberdeen Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,101,5
Northern,Aberdeen Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,677,4
Northern,Aberdeen Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,"1,088",3
Northern,Aberdeen Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,445,2
Northern,Aberdeen Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,20,1
Central,QEII,Tertiary Hospital,2023-11-01,Admits,"2,259",
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,34,5
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,"1,520",4
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,"1,298",3
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,"1,115",2
IWK,IWK Health Centre,Tertiary Hospital,2023-11-01,Emergency Visits CTAS,24,1
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,89,4
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,9,5
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,12,3
Northern,Lillian Fraser Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,1,2
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,43,5
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,432,4
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,162,3
Eastern,Victoria County Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,8,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,9,0
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,50,5
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,215,4
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,163,3
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,34,2
Eastern,Strait Richmond Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,2,1
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,24,5
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,105,4
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,45,3
Central,Twin Oaks Memorial Hospital,Community Hospital,2023-11-01,Admits,16,
Eastern,St. Mary's Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,2,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,6,0
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,64,5
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,7,2
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,226,4
Northern,North Cumberland Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,68,3
Eastern,Buchanan Memorial Community Health Centre,Community Hospital,2023-11-01,Admits,4,
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,40,5
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,563,4
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,797,3
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,269,2
Eastern,St. Martha's Regional Hospital,Regional Hospital,2023-11-01,Emergency Visits CTAS,4,1
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,147,5
Eastern,Cape Breton Complex,Regional Hospital,2023-11-01,Admits,944,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,33,5
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,91,4
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,74,3
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,13,2
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,"1,120",4
Eastern,Cape Breton Regional Hospice,Hospice,2023-11-01,Admits,9,
Eastern,Sacred Heart Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,1,1
Western,Soldiers' Memorial Hospital,Community Hospital,2023-11-01,Surgical Cases,376,
Central,Nova Scotia Hospital,Tertiary Hospital,2023-11-01,Admits,50,
Western,Annapolis Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,86,5
Western,Annapolis Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,118,4
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,780,3
Eastern,Eastern Memorial Hospital,Community Hospital,2023-11-01,Admits,5,
Northern,Cumberland Regional Health Care Centre,Regional Hospital,2023-11-01,Emergency Visits CTAS,179,2
Western,Annapolis Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,17,3
Western,Annapolis Community Health Centre,Community Hospital,2023-11-01,Emergency Visits CTAS,1,2
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,2,1
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,38,5
Eastern,Inverness Consolidated Memorial Hospital,Community Hospital,2023-11-01,Emergency Visits CTAS,481,4
